time,vehicle,x,y,distance,speed,latency,energy
232,def.2,733.5593333333339,190.99,387.3462821392654,13.9,26.496394774447342,5.299278954889469
232,def.3,789.1593333333338,190.99,423.20243401211445,13.9,28.902847920276137,5.780569584055228
232,def.4,844.7593333333338,190.99,462.9753535777523,13.9,31.5721713810572,6.31443427621144
232,def.5,900.3593333333336,190.99,505.7418075333611,13.9,34.442403190158466,6.888480638031694
232,def.6,955.9593333333336,190.99,550.8049507346299,13.9,37.46677521708925,7.49335504341785
232,def.7,1011.5593333333335,190.99,597.6454899189356,13.9,40.610435565029235,8.122087113005847
232,def.8,1067.1593333333335,190.99,645.876837707555,13.9,43.84743877231912,8.769487754463825
232,def.9,1122.7593333333334,190.99,695.2095851998719,13.9,47.15836142281019,9.431672284562039
233,def.0,608.4593333333335,190.99,327.49138475250174,13.9,22.479287567281997,4.495857513456399
233,def.1,664.0593333333338,190.99,349.8608937188864,13.9,23.980596893884993,4.796119378776999
233,def.2,719.659333333334,190.99,379.1271591701717,13.9,25.944775783233,5.1889551566466
233,def.3,775.259333333334,190.99,413.82953095098406,13.9,28.273794023555975,5.654758804711196
233,def.4,830.8593333333338,190.99,452.7196467503681,13.9,30.883868909420677,6.176773781884136
233,def.5,886.4593333333337,190.99,494.8110714408528,13.9,33.70879674099683,6.741759348199366
233,def.6,942.0593333333336,190.99,539.3548315229144,13.9,36.69831084046405,7.339662168092811
233,def.7,997.6593333333336,190.99,585.7917651809199,13.9,39.814883569189256,7.962976713837851
233,def.8,1053.2593333333334,190.99,633.7058229339892,13.9,43.03059214322075,8.60611842864415
233,def.9,1108.8593333333333,190.99,682.7861069816163,13.9,46.32457093836351,9.264914187672701
234,def.0,594.5593333333334,190.99,323.1542164670677,13.9,22.18820244745421,4.437640489490842
234,def.1,650.1593333333337,190.99,343.5622294244686,13.9,23.557867746608633,4.711573549321726
234,def.2,705.759333333334,190.99,371.2466610675146,13.9,25.415883293121784,5.083176658624357
234,def.3,761.3593333333339,190.99,404.71703846075565,13.9,27.662217346359437,5.532443469271888
234,def.4,816.9593333333338,190.99,442.66285035804776,13.9,30.2089161314126,6.04178322628252
234,def.5,872.5593333333338,190.99,484.0326817000874,13.9,32.9854148792005,6.5970829758401
234,def.6,928.1593333333336,190.99,528.0223431072257,13.9,35.93774114813595,7.18754822962719
234,def.7,983.7593333333335,190.99,574.0298534807325,13.9,39.02549352219681,7.805098704439363
234,def.8,1039.3593333333333,190.99,621.6073282658256,13.9,42.218612635290306,8.443722527058062
234,def.9,1094.9593333333335,190.99,670.4206056054994,13.9,45.49467151714761,9.098934303429521
235,def.0,580.6593333333333,190.99,319.3635986673775,13.9,21.93379856828037,4.386759713656074
235,def.1,636.2593333333336,190.99,337.7185011521349,13.9,23.165671218264084,4.633134243652817
235,def.2,691.859333333334,190.99,363.7267984175917,13.9,24.91119452467058,4.982238904934117
235,def.3,747.4593333333339,190.99,395.8829394578378,13.9,27.069324795828038,5.413864959165608
235,def.4,803.0593333333338,190.99,432.81883002065047,13.9,29.54824362554701,5.9096487251094025
235,def.5,858.6593333333337,190.99,473.41704393389915,13.9,32.272955968718065,6.454591193743614
235,def.6,914.2593333333336,190.99,516.8152236087652,13.9,35.185585477098336,7.037117095419667
235,def.7,969.8593333333336,190.99,562.3655156750319,13.9,38.242652058726975,7.648530411745395
